Year;Day;Date;AvtTemperature;Precipitation
1850;1;1850-01-01;11.7630249023438;0.146133446105523
1850;2;1850-01-02;13.3540893554688;1.00548176269513
1850;3;1850-01-03;9.6769958496094;0.241559822461568
1850;4;1850-01-04;5.34865722656252;4.43014569029287e-05
1850;5;1850-01-05;5.53826293945315;1.36590488255024
1850;6;1850-01-06;6.86385498046877;0.00584401391279243
1850;7;1850-01-07;8.3112731933594;1.32305118860643e-05
1850;8;1850-01-08;9.38546142578127;0
1850;9;1850-01-09;9.1015563964844;0
1850;10;1850-01-10;8.72011718750002;4.25735618633794e-11
1850;11;1850-01-11;8.9881530761719;4.79645093174469e-09
1850;12;1850-01-12;9.39138183593752;0.179965760617051
1850;13;1850-01-13;10.1614318847656;5.05480309948325
1850;14;1850-01-14;9.54091796875002;0.753586189239286
1850;15;1850-01-15;8.67537841796877;8.36367735173553
1850;16;1850-01-16;8.00979003906252;0.0375481112314446
1850;17;1850-01-17;8.6729675292969;0.223574844858376
1850;18;1850-01-18;8.96730957031252;0.372505829727743
1850;19;1850-01-19;10.7073913574219;0.0495634065373451
1850;20;1850-01-20;12.5353332519531;0.135196869814536
1850;21;1850-01-21;12.8185974121094;0.000441945897478035
1850;22;1850-01-22;10.4323364257813;0
1850;23;1850-01-23;11.4385620117188;0.0240849485635408
1850;24;1850-01-24;11.2243591308594;0.121815413513104
1850;25;1850-01-25;11.5644165039063;0.0219675496737182
1850;26;1850-01-26;11.40224609375;4.67823358177299e-08
1850;27;1850-01-27;11.6028991699219;0.00105885085019963
1850;28;1850-01-28;11.076806640625;3.75836783569894e-09
1850;29;1850-01-29;8.8582702636719;4.57143288067757e-09
1850;30;1850-01-30;9.93047485351565;2.50716049483846e-09
1850;31;1850-01-31;10.4346252441406;2.63784447410154e-08
1850;32;1850-02-01;10.63564453125;0.196269099251367
1850;33;1850-02-02;10.41103515625;1.01269795268308
1850;34;1850-02-03;10.25625;0.229709513951093
1850;35;1850-02-04;10.1993041992188;2.94008417611735e-06
1850;36;1850-02-05;10.4707275390625;0.0566703796721413
1850;37;1850-02-06;10.9228454589844;0.394409039290622
1850;38;1850-02-07;11.6739135742188;3.82029366446659
1850;39;1850-02-08;11.0538269042969;8.40899054892361
1850;40;1850-02-09;11.91298828125;3.30633547855541
1850;41;1850-02-10;12.5456481933594;0.126442459804821
1850;42;1850-02-11;12.0781494140625;7.19499341212213
1850;43;1850-02-12;11.0938354492188;2.87750432034954
1850;44;1850-02-13;10.2268920898438;0.01800531272238
1850;45;1850-02-14;8.42312011718752;1.55389464723222e-11
1850;46;1850-02-15;9.46892700195315;4.49000948421485e-05
1850;47;1850-02-16;11.8376403808594;5.32830883415158e-05
1850;48;1850-02-17;11.3890930175781;2.5381788858192e-08
1850;49;1850-02-18;11.3289733886719;0.238652192638256
1850;50;1850-02-19;11.9929138183594;6.16713801864535
1850;51;1850-02-20;9.3980651855469;3.56121364748105
1850;52;1850-02-21;8.24678955078127;0.247312237479491
1850;53;1850-02-22;6.89974365234377;0.000432859508237016
1850;54;1850-02-23;6.45498046875002;3.43064235057682
1850;55;1850-02-24;5.2069030761719;3.29954267945141
1850;56;1850-02-25;4.2772155761719;0.00999283743112755
1850;57;1850-02-26;4.08901367187502;0.044790313768317
1850;58;1850-02-27;4.08834228515627;0.0696076360327424
1850;59;1850-02-28;3.98354492187502;13.2243348285556
1850;60;1850-03-01;4.67928466796877;0.625101357582025
1850;61;1850-03-02;4.89016113281252;5.34259448759258
1850;62;1850-03-03;5.16463623046877;2.34772178228013
1850;63;1850-03-04;6.62166748046877;0.702028998057358
1850;64;1850-03-05;6.98238525390627;0.0356636883225292
1850;65;1850-03-06;6.58620605468752;0.0616145467574825
1850;66;1850-03-07;6.49550781250002;0.0462781932583312
1850;67;1850-03-08;5.85970458984377;0.014936551451683
1850;68;1850-03-09;7.40480957031252;3.30919863190502
1850;69;1850-03-10;8.5092712402344;3.43541683101023e-05
1850;70;1850-03-11;8.54543457031252;2.59565339222334e-06
1850;71;1850-03-12;9.57927856445315;6.54526359868991e-10
1850;72;1850-03-13;10.3386169433594;0.0464818047476001
1850;73;1850-03-14;12.3785949707031;0.0684201102558291
1850;74;1850-03-15;12.5911804199219;1.29976655880455
1850;75;1850-03-16;10.3537841796875;1.77797689684667
1850;76;1850-03-17;11.2270446777344;1.6477717940111e-07
1850;77;1850-03-18;11.7853942871094;3.67728855366067e-05
1850;78;1850-03-19;12.5292602539063;0.0482641689814045
1850;79;1850-03-20;12.1091247558594;0.0297257917736715
1850;80;1850-03-21;13.0547729492188;0.0559333500859793
1850;81;1850-03-22;12.61904296875;0.00814244717730617
1850;82;1850-03-23;12.3223815917969;0.000883283180996841
1850;83;1850-03-24;12.64541015625;0.375546338909771
1850;84;1850-03-25;12.9638000488281;0.00844275668896444
1850;85;1850-03-26;13.9210144042969;0.00886168138549692
1850;86;1850-03-27;14.1160217285156;0.00214792259498608
1850;87;1850-03-28;12.1263977050781;0.0283820237200416
1850;88;1850-03-29;10.4677673339844;0.987263538991101
1850;89;1850-03-30;10.254541015625;0.0196090036752139
1850;90;1850-03-31;11.0570922851563;13.1716231349856
1850;91;1850-04-01;10.6431518554688;8.18068070802838
1850;92;1850-04-02;6.71975097656252;4.30253399536014
1850;93;1850-04-03;7.0154968261719;0.022673483545077
1850;94;1850-04-04;8.53798828125002;0.00185592372190513
1850;95;1850-04-05;10.7853637695313;5.10185317992295e-05
1850;96;1850-04-06;12.1429077148438;5.31346386889453e-06
1850;97;1850-04-07;12.6248107910156;8.51274425950344e-07
1850;98;1850-04-08;12.7288146972656;0
1850;99;1850-04-09;14.5047241210938;0
1850;100;1850-04-10;15.0502563476563;0
